V1,V2,APP_offtime,CB_DA,CE_DA,NPURP,APP_NAME,NPURP_label,ADDR,Time_interval,Time_interval_label,APP_Name_label,Double_label
121.5041935,25.03355445,0,2014/6/18,2014/9/3,管線單位需求-建設需求,台電市區,3,和平西路3段152號前至248號前,77,4,2,2
121.5337969,25.04832707,0,2014/5/28,2014/7/25,民生需求-新建房屋,台電市區,4,林森北路107巷11號前,58,4,2,2
121.5276555,25.08456562,0,2014/7/28,2014/7/30,市政建設,台電北區,2,華齡街前港公園公車站,2,2,2,2
121.5827528,25.081246,0,2014/7/29,2014/7/29,搶修,自來水東區,1,港華街52號(港都里),0,1,3,11
121.5477681,25.00348941,0,2014/7/29,2014/7/29,搶修,自來水南區,1,羅斯福路5段97巷13號旁(萬盛里),0,1,3,11
121.5514417,25.05311658,0,2014/7/29,2014/7/29,搶修,自來水東區,1,遼寧街209巷32號旁,0,1,3,11
121.5181363,25.05432121,0,2014/7/28,2014/7/31,民生需求-新建房屋,電信北區,4,迪化街1段94號至98號一帶,3,3,4,4
121.5733699,25.05976818,0,2014/7/16,2014/10/15,市政建設,自來水東區,2,三民路以東、撫遠街以西、民權東路5段以南、民生東路5段以北所圍區塊,91,5,3,3
121.5915955,25.03705525,0,2014/7/28,2014/8/17,管線單位需求-既設管線改善,台電市區,3,大道路113號前至135號前及福德街84巷林口街38巷口,20,4,2,2
121.5034474,25.09457534,0,2014/5/15,2014/9/18,其他(配合路平工程汰換),自來水北區,5,延平北路7段自11巷口起至7段260巷口止,126,5,3,6
121.5407951,25.05931929,0,2014/6/19,2014/9/13,市政建設,自來水東區,2,吉林路、民權東路2段、松江路及錦州街所圍區塊,86,5,3,3
121.5324669,25.09550276,1,2014/7/29,2014/7/31,搶修,陽明山瓦斯,1,文林路546號旁(前街口)附近(舊佳里),2,2,1,9
121.5192534,25.10855995,1,2014/5/26,2014/9/18,管線單位需求-既設管線改善,自來水工總,3,承德路6段洲美街至文林北路,115,5,3,3
121.5324669,25.09550276,1,2014/7/29,2014/7/31,搶修,陽明山瓦斯,1,文林路546號旁(前街口)附近(舊佳里),2,2,1,9
121.5323234,25.09545224,1,2014/7/29,2014/7/31,搶修,陽明山瓦斯,1,文林路546號旁(前街口)附近(舊佳里),2,2,1,9
121.5259728,25.11623381,1,2014/7/29,2014/8/6,搶修,陽明山瓦斯,1,石牌路2段115號對面附近(振華里),8,3,1,9
121.6184392,25.05052671,1,2014/7/28,2014/9/12,民生需求-新建房屋,台電北區,4,忠孝東路7段481號前,46,4,2,2
121.6186482,25.05055491,1,2014/7/28,2014/9/12,民生需求-新建房屋,台電北區,4,忠孝東路7段481號前,46,4,2,2
121.5804764,25.04780314,1,2014/7/7,2014/7/31,管線單位需求-既設管線改善,台電市區,3,松信路(4號邊至八德路4段邊),24,4,2,2
121.5022082,25.01724549,1,2014/7/9,2014/7/30,民生需求-舊有用戶,台電市區,4,武成街101巷10號前,21,4,2,2
121.5053626,25.03324234,1,2014/6/18,2014/9/3,管線單位需求-建設需求,台電市區,3,和平西路3段152號前至248號前,77,4,2,2
121.5710437,24.98808603,1,2014/6/16,2014/7/15,市政建設,自來水南區,2,"木柵路2段109巷81號至147號旁,木柵路2段109巷25弄2號旁至16號旁",29,4,3,3
121.5409691,25.05925176,1,2014/6/19,2014/9/13,市政建設,自來水東區,2,吉林路、民權東路2段、松江路及錦州街所圍區塊,86,5,3,3
121.5711528,25.04813029,1,2014/7/30,2014/8/1,市政建設,公園處,2,吉祥路43之1號前,2,2,6,7
121.5711826,25.04808658,1,2014/7/30,2014/8/1,市政建設,公園處,2,吉祥路43之1號前,2,2,6,7
121.5708826,25.04844069,1,2014/7/29,2014/7/31,市政建設,公園處,2,吉祥路55之1號旁,2,2,6,7
121.5489934,25.00208954,1,2014/6/25,2014/10/22,市政建設,自來水南區,2,"羅斯福路5段以東,興隆路1段以北,萬盛街以南等區塊",119,5,3,3
121.5890525,25.03655379,1,2014/7/30,2014/7/31,市政建設,自來水東區,2,福德街84巷11號右前,1,2,3,3
121.6279722,25.06665814,1,2014/7/15,2014/8/23,其他(新築側溝與人行道內溝及集水井與路緣石式格柵進水口),水利處,6,康樂街61巷15弄1號(保進幼兒園)對面至華城橋靠樂活公園側,39,4,5,5
121.535987,25.0279706,1,2014/7/29,2014/7/31,市政建設,台電市區,2,潮州街107巷14號左側前,2,2,2,2
121.5072963,25.1226641,0,2014/7/30,2014/8/12,搶修,陽明山瓦斯,1,大業路與三合街2段路口附近及大業路152號旁附近(八仙里),13,3,1,9
121.5650838,25.04827332,0,2014/7/30,2014/7/31,搶修,自來水東區,1,光復北路80巷33.35號旁,1,2,3,11
121.5733736,24.99866136,0,2014/7/30,2014/7/30,搶修,自來水南區,1,萬利街43號(萬美里),0,1,3,11
121.5120484,25.13430449,0,2014/7/16,2014/8/4,其他(更新側溝),水利處,6,光明路217號,19,3,5,5
121.5094192,25.12677437,0,2014/6/9,2014/12/31,新設、拆除,自來水陽明,3,中央南路1段、2段巷以東、磺港路以西、大興街以南及三合街2段以北所圍範圍一帶,205,5,3,3
121.5209551,25.11139099,0,2014/7/30,2014/7/30,搶修,自來水陽明,1,致遠一路2段111巷口(福興里),0,1,3,11
121.5534738,25.03845866,0,2014/7/28,2014/9/3,民生需求-新建房屋,阜川實業有限公司,4,大安路1段106巷與仁愛路4段27巷交叉口共一處,37,4,5,5
121.5371386,25.0968638,0,2014/7/30,2014/8/1,民生需求-新建房屋,電信士林,4,福志路福林國小對面與78號前,2,2,4,4
121.5544001,25.04694424,0,2014/7/14,2014/7/30,民生需求-新建房屋,大台北瓦斯,4,敦化北路4巷25弄25弄中間路段,16,3,1,1
121.5029769,25.09509166,0,2014/5/15,2014/9/18,其他(配合路平工程汰換),自來水北區,5,延平北路7段自11巷口起至7段260巷口止,126,5,3,6
121.5728536,25.05972375,0,2014/7/16,2014/10/15,市政建設,自來水東區,2,三民路以東、撫遠街以西、民權東路5段以南、民生東路5段以北所圍區塊,91,5,3,3
121.5539731,25.03833727,0,2014/7/28,2014/7/30,民生需求-舊有用戶,大台北瓦斯,4,大安路1段106巷2號前,2,2,1,1
121.5253913,25.028146,0,2014/7/30,2014/7/30,搶修,自來水西區,1,寧波西街66巷5號(南福里),0,1,3,11
121.5505429,25.13542338,0,2014/7/30,2014/8/1,豎(拆)桿、設施物,台電北區,3,光華路26巷1-3號旁,2,2,2,2
121.5156383,25.09043309,0,2014/7/29,2014/7/31,市政建設,公園處,2,社中街250巷9-1號側至5號後,2,2,6,7
121.5479778,25.05149744,0,2014/7/28,2014/8/1,管線單位需求-建設需求,台灣智慧光網,3,長春路258巷(龍江路120巷停車場入口前),4,3,4,4
121.507743,25.13477322,0,2014/7/28,2014/8/1,管線單位需求-建設需求,電信士林,3,大同街180號至188巷57號,4,3,4,4
121.5301885,25.03699761,0,2013/7/8,2015/6/27,新設、人手孔新設,台電輸變電,3,紹興南街17~21-3號與仁愛路1段1~19號,719,5,2,2
121.5501848,25.03249525,0,2014/7/28,2014/8/1,管線單位需求-建設需求,台灣智慧光網,3,信義路3段157巷10弄與147巷交叉口(師大附中),4,3,4,4
121.5699213,25.08658148,0,2014/7/21,2014/8/5,管線單位需求-建設需求,台灣智慧光網,3,文湖街81巷口與文湖街21巷76號一帶附近(共37處過溝蓋版)-詳附件,15,3,4,4
121.5835249,25.04100148,0,2014/7/1,2014/9/24,市政建設,自來水東區,2,虎林街100巷(88號至142號)、108巷(86號至130號),85,5,3,3
121.5831724,25.07963857,0,2014/7/30,2014/8/3,管線單位需求-建設需求,台灣智慧光網,3,內湖路1段629巷41號旁,4,3,4,4
121.5718496,25.0480576,0,2014/7/30,2014/8/1,民生需求-舊有用戶,電信東區,4,八德路4段245巷48號及32弄18、22、32、38、40號附近(共6處),2,2,4,4
121.528388,25.10751228,0,2014/7/30,2014/7/30,搶修,陽明山瓦斯,1,東華街1段22巷18弄1號旁附近(榮華里),0,1,1,9
121.5133156,25.0450235,0,2014/7/17,2014/7/31,搶修,聯維有線,1,漢口街2段至環河南路2段、環河南路2段至開封街、開封街至漢口街2段(經昆明街),14,3,4,12
121.5557765,25.13375793,0,2014/7/30,2014/7/30,搶修,自來水陽明,1,建業路11巷4號(陽明里),0,1,3,11
121.5324081,25.10631766,0,2014/7/14,2014/7/25,民生需求-舊有用戶,電信士林,4,中山北路6段195巷18弄2號及195巷16.12之1號與克強路15巷2~9之1號前修管4處,11,3,4,4
121.5021995,25.01730289,0,2014/7/9,2014/7/30,民生需求-舊有用戶,台電市區,4,武成街101巷10號前,21,4,2,2
121.535987,25.0279706,0,2014/7/29,2014/7/31,市政建設,台電市區,2,潮州街107巷14號左側前,2,2,2,2
121.571553,24.97962459,0,2014/7/29,2014/7/31,民生需求-新建房屋,電信南區,4,木新路3段95巷7弄1號對面附近,2,2,4,4
121.5716143,24.97963582,0,2014/7/29,2014/7/31,民生需求-新建房屋,電信南區,4,木新路3段95巷7弄1號對面附近,2,2,4,4
121.5053568,25.03336991,0,2014/6/18,2014/9/3,管線單位需求-建設需求,台電市區,3,和平西路3段152號前至248號前,77,4,2,2
121.5539731,25.03833727,0,2014/7/28,2014/7/30,民生需求-舊有用戶,大台北瓦斯,4,大安路1段106巷2號前,2,2,1,1
121.4751855,25.12504094,0,2014/7/29,2014/7/30,民生需求-舊有用戶,電信士林,4,中央北路4段577巷1弄口577巷3號前修管,1,2,4,4
121.6224571,25.0659144,0,2014/7/30,2014/7/31,管線單位需求-建設需求,公園處,3,東湖路106巷9弄13號,1,2,6,7
121.4832029,25.13073878,0,2014/7/30,2014/7/30,搶修,自來水陽明,1,中央北路4段186號(一德里),0,1,3,11
121.5360474,25.03429037,0,2014/7/29,2014/9/3,民生需求-舊有用戶,台電市區,4,金山南路1段117號前,36,4,2,2
121.4803186,25.12853103,0,2014/7/23,2014/7/25,民生需求-新建房屋,電信士林,4,中央北路4段328號至346號,2,2,4,4
121.5445079,25.10823487,0,2014/7/21,2014/7/31,檢修,台電北區,3,"德行東路(228號前,298號前,326號前)等3處",10,3,2,2
121.5823587,25.06321049,0,2014/7/22,2014/8/5,市政建設,交工處,2,民權東路6段與民善街口(湖元里),14,3,6,7
121.5883958,25.07477726,0,2014/7/30,2014/8/3,管線單位需求-建設需求,台灣智慧光網,3,文德路22巷46號及文德路22巷27弄與22巷44弄交叉口(共2處),4,3,4,4
121.5368442,25.02957799,0,2014/7/28,2014/7/28,搶修,自來水南區,1,愛國東路105號旁,0,1,3,11
121.5638644,25.02179969,0,2014/7/29,2015/2/8,民生需求-舊有用戶,台電市區,4,信安街135號前及崇德街97號前及崇德街90號至104號前及崇德街98號對面,194,5,2,2
121.5909735,24.9840679,0,2014/7/29,2014/7/31,民生需求-新建房屋,電信南區,4,政大三街88號旁,2,2,4,4
121.535536,25.05514351,0,2014/7/26,2014/7/26,搶修,自來水東區,1,新生北路2段74號旁,0,1,3,11
121.518753,25.06608878,0,2014/7/21,2014/7/23,民生需求-新建房屋,中瑞環境科技有限公司,4,迪化街2段196號前(國順里),2,2,5,5
121.5395266,25.06006103,0,2014/7/26,2014/7/26,搶修,自來水東區,1,松江路362巷56號旁,0,1,3,11
121.5475491,25.11142398,0,2014/7/21,2014/7/25,管線單位需求-建設需求,台灣智慧光網,3,東山路與東山路110巷交叉口,4,3,4,4
121.5620831,25.02701786,0,2014/7/7,2014/11/11,市政建設,自來水南區,2,"臨江街以南,通化街以北,安和路及樂利路以東,通化街及通化街175巷10弄以西等區塊",127,5,3,3
121.5890525,25.03655379,0,2014/7/30,2014/7/31,市政建設,自來水東區,2,福德街84巷11號右前,1,2,3,3
121.5407699,25.05931938,0,2014/6/19,2014/9/13,市政建設,自來水東區,2,吉林路、民權東路2段、松江路及錦州街所圍區塊,86,5,3,3
121.5334391,25.07498343,0,2014/7/26,2014/7/28,搶修,自來水陽明,1,中山北路4段圓山下方(劍潭里),2,2,3,11
121.6245065,25.05051334,0,2013/12/18,2014/7/30,遷移,台電北區,3,研究院路1段65巷口(左右各一處)及研究院路一段85號前(共3處),224,5,2,2
121.5585191,25.03360043,0,2014/7/28,2014/8/1,管線單位需求-建設需求,台灣智慧光網,3,敦化南路1段295巷54號(仁愛國小)及敦化南路1段295巷與仁愛路4段122巷交叉口(共2處),4,3,4,4
121.5751135,24.98850668,0,2014/7/30,2014/7/30,搶修,自來水南區,1,久康街141號(木柵里),0,1,3,11
121.5751135,24.98850668,0,2014/7/30,2014/7/30,搶修,自來水南區,1,久康街141號(木柵里),0,1,3,11
121.540866,25.06202428,0,2014/7/7,2015/1/11,民生需求-舊有用戶,台電市區,4,松江路402巷23號前至7弄4號前及無名巷內20米處至民權東路2段71巷21弄2號旁,188,5,2,2
121.5072597,25.1340407,0,2014/7/30,2014/7/31,民生需求-舊有用戶,電信士林,4,大同街162號前(房屋整修遷管),1,2,4,4
121.5646387,25.04559682,0,2014/7/25,2014/7/25,搶修,自來水南區,1,光復南路6巷55號旁,0,1,3,11
121.5543347,25.04694448,0,2014/7/14,2014/7/30,民生需求-新建房屋,大台北瓦斯,4,敦化北路4巷25弄25弄中間路段,16,3,1,1
121.5720427,25.05963459,0,2014/7/16,2014/10/15,市政建設,自來水東區,2,三民路以東、撫遠街以西、民權東路5段以南、民生東路5段以北所圍區塊,91,5,3,3
121.5680437,25.04509198,0,2014/7/26,2014/7/26,搶修,自來水南區,1,八德路4段72巷10弄17號旁,0,1,3,11
121.5399926,25.05924108,0,2014/6/19,2014/9/13,市政建設,自來水東區,2,吉林路、民權東路2段、松江路及錦州街所圍區塊,86,5,3,3
121.5689567,25.04859984,0,2014/7/29,2014/7/30,搶修,自來水東區,1,南京東路5段66巷10號旁,1,2,3,11
121.5797148,25.0232725,0,2014/7/28,2014/7/28,搶修,自來水南區,1,信義路5段150巷400弄23號旁,0,1,3,11
121.5799146,25.02285456,0,2013/5/20,2015/1/29,其他(計畫性管線挖掘),自來水南區,3,"信義路5段150巷401弄以東,信義路5段150巷342弄以西,信義路5段150巷14弄以南,信義路5段150巷及祥雲街以北等區塊",619,5,3,3
121.5281862,25.05708787,1,2014/7/30,2014/7/30,搶修,自來水北區,1,雙連里雙連街39巷26號,0,1,3,11
121.5323234,25.09545224,1,2014/7/29,2014/7/31,搶修,陽明山瓦斯,1,文林路546號旁(前街口)附近(舊佳里),2,2,1,9
121.6192259,25.05062121,1,2014/7/28,2014/9/12,民生需求-新建房屋,台電北區,4,忠孝東路7段481號前,46,4,2,2
121.6194694,25.05059376,1,2014/7/28,2014/9/12,民生需求-新建房屋,台電北區,4,忠孝東路7段481號前,46,4,2,2
121.596195,25.07687925,1,2014/7/14,2014/9/7,民生需求-新建房屋,台電北區,4,文德路220巷(文德路口~成功路3段76巷50號前),55,4,2,2
121.5537746,25.03867632,1,2014/7/29,2014/8/22,民生需求-新建房屋,台電市區,4,大安路1段96巷2號前至大安路1段口,24,4,2,2
121.5322404,25.02741734,1,2014/7/17,2014/8/15,其他(瓦斯管線腐蝕抽換),大台北瓦斯,3,潮州街55巷口及潮州街55巷內至金華街68號右側前等(錦泰里),29,4,1,1
121.5120484,25.13430449,1,2014/7/16,2014/8/4,其他(更新側溝),水利處,6,光明路217號,19,3,5,5
121.5489934,25.00208954,1,2014/6/25,2014/10/22,市政建設,自來水南區,2,"羅斯福路5段以東,興隆路1段以北,萬盛街以南等區塊",119,5,3,3
121.533921,25.05516317,0,2014/7/31,2014/7/31,搶修,自來水東區,1,林森北路353巷內,0,1,3,11
121.5579902,25.02353812,0,2014/7/30,2014/8/2,搶修,電信南區,1,敦化南路2段265巷15號、11號、7號旁,3,3,4,12
121.5914475,25.03737876,0,2014/7/28,2014/8/17,管線單位需求-既設管線改善,台電市區,3,大道路113號前至135號前及福德街84巷林口街38巷口,20,4,2,2
121.5119169,25.13419512,0,2014/7/31,2014/8/2,搶修,自來水陽明,1,光明路203號,2,2,3,11
121.5119169,25.13419512,0,2014/7/31,2014/8/2,搶修,自來水陽明,1,光明路203號,2,2,3,11
121.5324599,25.03223648,0,2014/7/3,2014/7/31,管線單位需求-既設管線改善,台電市區,3,杭州南路2段9巷8號前,28,4,2,2
121.5804764,25.04780314,0,2014/7/7,2014/7/31,管線單位需求-既設管線改善,台電市區,3,松信路(4號邊至八德路4段邊),24,4,2,2
121.5068736,25.12383047,0,2014/7/30,2014/8/12,搶修,陽明山瓦斯,1,大業路與三合街2段路口附近及大業路152號旁附近(八仙里),13,3,1,9
121.5301885,25.03699761,0,2013/7/8,2015/6/27,新設、人手孔新設,台電輸變電,3,紹興南街17~21-3號與仁愛路1段1~19號,719,5,2,2
121.5104583,25.03336655,0,2015/3/16,2015/5/15,道路維護施工,臺北市萬華區公所,5,8公尺以下巷道之道路側溝更新維護(含臺北市政府指定跨行政區支援地點),60,4,6,6
121.5287247,25.02745344,0,2014/7/31,2014/8/8,民生需求-舊有用戶,志嘉建設股份有限公司,4,羅斯福路2段2巷口至羅斯福路2段4巷口,8,3,7,8
121.5620831,25.02701786,0,2014/7/7,2014/11/11,市政建設,自來水南區,2,"臨江街以南,通化街以北,安和路及樂利路以東,通化街及通化街175巷10弄以西等區塊",127,5,3,3
121.4952866,25.10141763,0,2014/5/20,2014/9/30,管線單位需求-既設管線改善,自來水北區,3,延平北路8段及9段(自8段2巷口起至9段145號旁止),133,5,3,3
121.5579902,25.02353812,0,2014/7/30,2014/8/2,搶修,電信南區,1,敦化南路2段265巷15號、11號、7號旁,3,3,4,12
121.5959028,25.08658387,0,2014/7/26,2014/9/7,市政建設,台灣智慧光網,2,內湖路3段420號、365號旁、343巷2弄1號至1號對面、343巷與343巷4弄口、329巷4弄1號旁、329巷6之1號旁、256巷6號旁、256巷口、213號對面、191巷11號旁、金龍路217巷12號對面、金龍路222巷與金龍路口(共11處),43,4,4,4
121.5073083,25.1348022,0,2014/7/28,2014/8/1,管線單位需求-建設需求,電信士林,3,大同街180號至188巷57號,4,3,4,4
121.544507,24.99432202,0,2014/7/31,2014/7/31,搶修,自來水南區,1,景福街133巷10號(景慶里),0,1,3,11
121.5368207,25.05381043,0,2014/7/29,2014/7/31,市政建設,公園處,2,新生北路2段45巷16號對面,2,2,6,7
121.5315638,25.05255869,0,2014/7/31,2014/8/2,搶修,自來水東區,1,中山北路2段45巷9號旁,2,2,3,11
121.4995397,25.09792356,0,2014/5/15,2014/9/18,其他(配合路平工程汰換),自來水北區,5,延平北路7段自11巷口起至7段260巷口止,126,5,3,6
121.5914475,25.03737876,0,2014/7/28,2014/8/17,管線單位需求-既設管線改善,台電市區,3,大道路113號前至135號前及福德街84巷林口街38巷口,20,4,2,2
121.5914475,25.03737876,0,2014/7/28,2014/8/17,管線單位需求-既設管線改善,台電市區,3,大道路113號前至135號前及福德街84巷林口街38巷口,20,4,2,2
121.4990597,25.1410999,0,2014/7/29,2014/7/31,市政建設,台電北區,2,秀山路24號旁,2,2,2,2
121.5295933,25.04910361,0,2014/7/31,2014/7/31,搶修,大台北瓦斯,1,中山北路1段126巷14號和14號之1前兩處,0,1,1,9
121.5088664,25.02198343,0,2015/3/16,2015/5/15,道路維護施工,臺北市萬華區公所,5,8公尺以下巷道之道路側溝更新維護(含臺北市政府指定跨行政區支援地點),60,4,6,6
121.507743,25.13477322,0,2014/7/28,2014/8/1,管線單位需求-建設需求,電信士林,3,大同街180號至188巷57號,4,3,4,4
121.5129373,25.03859692,0,2014/7/9,2014/9/12,管線單位需求-既設管線改善,台電市區,3,長沙街2段89號前至71-1號前,65,4,2,2
121.5728744,25.14296319,0,2014/7/31,2014/7/31,搶修,自來水陽明,1,菁山路125巷口(菁山里),0,1,3,11
121.5537748,25.03871644,0,2014/7/29,2014/8/22,民生需求-新建房屋,台電市區,4,大安路1段96巷2號前至大安路1段口,24,4,2,2
121.5650636,25.04827225,0,2014/7/30,2014/7/31,搶修,自來水東區,1,光復北路80巷33.35號旁,1,2,3,11
121.5550543,25.05054413,0,2014/7/27,2014/7/31,搶修,自來水東區,1,南京東路3段303巷6弄1號後,4,3,3,11
121.5445227,24.99431051,0,2014/7/31,2014/7/31,搶修,自來水南區,1,景福街133巷10號(景慶里),0,1,3,11
121.5403247,25.05923089,0,2014/6/19,2014/9/13,市政建設,自來水東區,2,吉林路、民權東路2段、松江路及錦州街所圍區塊,86,5,3,3
121.5648186,25.04680642,0,2014/7/31,2014/8/1,市政建設,公園處,2,八德路3段199巷1弄9號前,1,2,6,7
121.5399939,25.05928002,0,2014/6/19,2014/9/13,市政建設,自來水東區,2,吉林路、民權東路2段、松江路及錦州街所圍區塊,86,5,3,3
121.5089992,25.12822909,0,2014/7/31,2014/7/31,搶修,自來水陽明,1,中央南路1段130巷3、4 號(中央里),0,1,3,11
121.5912869,25.03757051,0,2014/7/28,2014/8/17,管線單位需求-既設管線改善,台電市區,3,大道路113號前至135號前及福德街84巷林口街38巷口,20,4,2,2
121.4825219,25.10423596,0,2014/5/20,2014/9/30,管線單位需求-既設管線改善,自來水北區,3,延平北路8段及9段(自8段2巷口起至9段145號旁止),133,5,3,3
121.4991359,25.09826097,1,2014/5/15,2014/9/18,其他(配合路平工程汰換),自來水北區,5,延平北路7段自11巷口起至7段260巷口止,126,5,3,6
121.5186694,25.07994581,1,2014/6/2,2014/12/4,管線單位需求-建設需求,台電北區,3,延平北路5段(1號前~224巷口),185,5,2,2
121.5326663,25.09557572,1,2014/7/31,2014/8/1,搶修,陽明山瓦斯,1,文林路532之3號旁附近(前街上)(舊佳里),1,2,1,9
121.5186282,25.08013466,1,2014/6/2,2014/12/4,管線單位需求-建設需求,台電北區,3,延平北路5段(1號前~224巷口),185,5,2,2
121.5883754,25.03005663,1,2014/6/15,2014/10/14,市政建設,自來水東區,2,松山路650巷松山路640號至650巷、656巷及附近巷道,121,5,3,3
121.5104004,25.03976742,1,2014/7/1,2014/8/7,管線單位需求-配合拆遷,台電市區,3,雅江街(內江街148-3號旁)至內江街至康定路口,37,4,2,2
121.5479237,25.05686673,1,2014/3/10,2014/9/30,管線單位需求-既設管線改善,自來水東區,3,建國北路2段、錦州街、龍江路、民生東路3段等所圍區域,204,5,3,3
121.5322404,25.02741734,1,2014/7/17,2014/8/15,其他(瓦斯管線腐蝕抽換),大台北瓦斯,3,潮州街55巷口及潮州街55巷內至金華街68號右側前等(錦泰里),29,4,1,1
121.5479213,25.0037591,1,2014/6/25,2014/10/22,市政建設,自來水南區,2,"羅斯福路5段以東,興隆路1段以北,萬盛街以南等區塊",119,5,3,3
121.5915955,25.03705525,1,2014/7/28,2014/8/17,管線單位需求-既設管線改善,台電市區,3,大道路113號前至135號前及福德街84巷林口街38巷口,20,4,2,2
121.5714273,25.05958983,0,2014/7/16,2014/10/15,市政建設,自來水東區,2,三民路以東、撫遠街以西、民權東路5段以南、民生東路5段以北所圍區塊,91,5,3,3
121.5684792,25.07824872,0,2014/7/31,2014/8/1,市政建設,公園處,2,樂群二路265巷巷口,1,2,6,7
121.5329396,25.05439908,0,2014/8/1,2014/8/2,搶修,自來水東區,1,林森北路310巷25號旁,1,2,3,11
121.5098154,25.03982388,0,2014/7/1,2014/8/7,管線單位需求-配合拆遷,台電市區,3,雅江街(內江街148-3號旁)至內江街至康定路口,37,4,2,2
121.5406866,25.05926152,0,2014/6/19,2014/9/13,市政建設,自來水東區,2,吉林路、民權東路2段、松江路及錦州街所圍區塊,86,5,3,3
121.5120484,25.13430449,0,2014/7/16,2014/8/4,其他(更新側溝),水利處,6,光明路217號,19,3,5,5
121.5922746,25.08109377,0,2014/7/9,2014/8/5,管線單位需求-建設需求,台灣智慧光網,3,內湖路2段179巷59號旁及內湖路2段179巷258號前及內湖路2段179巷48弄41號及內湖路2段179巷60號(共4處),27,4,4,4
121.5280381,25.10147262,0,2014/7/4,2014/8/31,新設,自來水陽明,3,德行西路(文林路至福華路),58,4,3,3
121.5515062,25.05755335,0,2014/7/31,2014/8/1,民生需求-舊有用戶,自來水東區,4,復興北路320巷5號(0107),1,2,3,3
121.6172281,25.07197716,0,2014/7/31,2014/8/1,市政建設,自來水東區,2,康寧路3段75巷50號對面(0102),1,2,3,3
121.5348186,25.01903694,0,2014/8/1,2014/8/1,搶修,自來水西區,1,師大路144號(頂東里),0,1,3,11
121.5541558,25.04780674,0,2014/7/14,2014/7/25,民生需求-新建房屋,自來水東區,4,敦化北路4巷25弄(1號至9號)、南京東路3段256巷28弄(6號至12號),11,3,3,3
121.5213171,25.05894319,0,2014/7/31,2014/8/1,民生需求-舊有用戶,電信北區,4,涼州街(重慶北路2段口),1,2,4,4
121.5949971,25.08625787,0,2014/7/26,2014/9/7,市政建設,台灣智慧光網,2,內湖路3段420號、365號旁、343巷2弄1號至1號對面、343巷與343巷4弄口、329巷4弄1號旁、329巷6之1號旁、256巷6號旁、256巷口、213號對面、191巷11號旁、金龍路217巷12號對面、金龍路222巷與金龍路口(共11處),43,4,4,4
121.5914628,25.03735896,0,2014/8/1,2014/8/1,搶修,自來水東區,1,大道路121號前(中坡里)(大仁里),0,1,3,11
121.5285827,25.02764804,0,2014/7/31,2014/8/8,民生需求-舊有用戶,志嘉建設股份有限公司,4,羅斯福路2段2巷口至羅斯福路2段4巷口,8,3,7,8
121.5353254,25.09448529,0,2014/8/1,2014/8/1,搶修,自來水陽明,1,福榮路22號(舊佳里),0,1,3,11
121.5960292,25.05619261,0,2014/7/30,2014/8/20,民生需求-舊有用戶,欣湖天然氣,4,新明路219巷內,21,4,1,1
121.5802447,25.04390025,0,2014/8/1,2014/8/1,搶修,自來水東區,1,永吉路181-1號前,0,1,3,11
121.5438417,25.03456119,0,2014/7/28,2014/8/1,管線單位需求-建設需求,台灣智慧光網,3,仁愛路3段24巷與建國南路1段270巷交叉口(幸安國小),4,3,4,4
121.5051607,25.09293294,0,2014/5/15,2014/9/18,其他(配合路平工程汰換),自來水北區,5,延平北路7段自11巷口起至7段260巷口止,126,5,3,6
121.5502404,25.05167791,0,2014/7/28,2014/8/1,管線單位需求-建設需求,台灣智慧光網,3,遼寧街與138巷交叉口(遼寧公園),4,3,4,4
121.5327303,25.0622748,0,2014/7/28,2014/8/1,管線單位需求-建設需求,台灣智慧光網,3,雙城街13巷與雙城街交叉口(晴光公園),4,3,4,4
121.5699213,25.08658148,0,2014/7/21,2014/8/5,管線單位需求-建設需求,台灣智慧光網,3,文湖街81巷口與文湖街21巷76號一帶附近(共37處過溝蓋版)-詳附件,15,3,4,4
121.5122344,25.13020022,0,2014/8/1,2014/8/1,搶修,陽明山瓦斯,1,公館路73號旁附近(溫泉里),0,1,1,9
121.5120924,25.13425221,0,2014/8/1,2014/8/3,搶修,自來水陽明,1,光明路214-1號,2,2,3,11
121.5134754,25.13507026,0,2014/8/1,2014/8/1,搶修,自來水陽明,1,中山路3號(中心里),0,1,3,11
121.5613295,25.02519585,0,2014/7/7,2014/11/11,市政建設,自來水南區,2,"臨江街以南,通化街以北,安和路及樂利路以東,通化街及通化街175巷10弄以西等區塊",127,5,3,3
121.5332617,25.05740226,0,2014/7/28,2014/8/1,管線單位需求-建設需求,台灣智慧光網,3,中山北路2段93巷25號前及19號前(永盛公園)(共2處),4,3,4,4
121.5073083,25.1348022,0,2014/7/28,2014/8/1,管線單位需求-建設需求,電信士林,3,大同街180號至188巷57號,4,3,4,4
121.5967804,25.08595647,0,2014/7/26,2014/8/10,管線單位需求-建設需求,台灣智慧光網,3,內湖路3段191巷26號(金瑞里共26處過溝蓋版)-詳附件,15,3,4,4
121.5915955,25.03705525,0,2014/7/28,2014/8/17,管線單位需求-既設管線改善,台電市區,3,大道路113號前至135號前及福德街84巷林口街38巷口,20,4,2,2
121.5255332,25.10006554,0,2014/8/1,2014/8/1,搶修,自來水陽明,1,文林北路53巷133號(建民里),0,1,3,11
