lng,lat
121.616280703686,25.0440160018027
121.51012532621,25.0835000607839
121.550168679322,24.9890287211501
121.510110309891,25.0606700339022
121.513699638998,25.0281042754694
121.529282267081,25.0418788891846
121.501507441812,25.0187080395622
121.570377176723,24.9851942241138
121.533453360247,25.0187619218272
121.510586829707,25.0809402037057
121.530597097744,25.027138784857
121.491872783958,25.0993937155949
121.494026097748,25.0301661553186
121.536414694819,24.9955544118647
121.514061593273,25.0440213500901
121.513597115547,25.1138201597304
121.58120281028,25.0333320314231
121.510633523873,25.1368600459758
121.5246759501,25.1031298468858
121.511159825754,25.0468861450983
121.550757615602,25.0317980248709
121.558540870886,25.0188777545047
121.511914709476,25.1370469100788
121.558574941384,25.0188945180499
121.563150407283,25.0494696043298
121.563150407283,25.0494696043298
121.544225803972,25.0408451152371
121.542103109798,24.9884329073257
121.52486552667,25.1230585609506
121.558476132527,25.0189108418571
121.560083324235,25.1247942903761
121.559935177921,25.1247655543921
121.531141661239,25.0970320830234
121.531141661239,25.0970320830234
121.56377782026,24.9900008673294
121.617138452417,25.0449990651965
121.585000696273,24.9862878472849
121.522127812912,25.1138603766293
121.519952324575,25.0467073181808
121.510250005847,25.0775906264323
121.510250005847,25.0775906264323
121.61754586086,25.0688505007664
121.55048970873,25.0780919797787
121.542138660087,24.9883829605662
121.544458756368,25.0428496847159
121.600406867691,25.0901652151401
121.519782872575,25.0489956007139
121.478856042979,25.1058962335948
121.535036424708,25.1259769918882
121.517323560377,25.0740542461224
121.510604888972,25.0821320882434
121.517332542998,25.0738848123865
121.503176879422,25.0413714786329
121.585000696273,24.9862878472849
121.614859387264,25.0728400389721
121.558543935933,25.08830128028
121.502620092158,25.1231180106931
121.500413563865,25.1251557402444
121.519514675696,25.0467902555523
121.563150407283,25.0494696043298
121.537371592355,24.9949016465295
121.511579092742,25.1072480054265
121.541698298272,25.0034408699678
121.521834867864,25.1139085973136
121.4919384137,25.0993379032341
121.513699638998,25.0281042754694
121.519792446298,25.0490285377742
121.544458756368,25.0428496847159
121.509279947581,25.0540591362799
121.555625781839,25.0244218891243
121.51052378318,25.0809165323663
121.568253913363,25.0505007341976
121.509353453079,25.0605225490887
121.533633108439,25.0383157240547
121.578459351308,25.0308232512103
121.510110309891,25.0606700339022
121.557245638822,25.0250429069289
121.518864334229,25.0291301031851
121.500253390988,25.1239409573421
121.618533628544,25.0547399901282
121.531746074993,25.0611859525103
121.491198224977,25.1000001439815
121.527488236802,25.0681741748826
121.518779184588,25.1102673647154
121.51201003849,25.1028785982966
121.550757615602,25.0317980248709
121.550729705237,25.0318898535332
121.581874936071,25.0678388834688
121.509654767412,25.0903789275792
121.521157323154,25.0565561062547
121.521157323154,25.0565561062547
121.578787909242,25.03252235047
121.501995202001,25.1231714795848
121.478170465059,25.1058902301326
121.558761652021,25.0876620365963
121.505065955021,25.1285977934804
121.505065955021,25.1285977934804
121.511719984396,25.117474390547
121.524548702279,25.1032553620496
121.533580961352,25.0187492218339
121.505065955021,25.1285977934804
121.544464421861,25.0431430039106
121.505111541174,25.12659083974
121.541698298272,25.0034408699678
121.522127812912,25.1138603766293
121.602203725563,25.0813925180982
121.586489488755,25.0490221600509
121.51884647743,25.0528458301943
121.514098914334,25.139034359991
121.529415626881,25.0661877334592
121.558564604921,25.0188830551061
121.577912904589,25.0456049276696
121.524803659948,25.1231217953656
121.53601015014,24.9962250079218
121.586003054967,25.0837550018333
121.511530783019,25.0446890279788
121.561976139398,25.0520372927121
121.575080427921,25.0494738044694
121.510542576427,25.0816545651958
121.525598118938,25.0223302365261
121.509202084013,25.1215228317433
121.561725746747,25.0292597580456
121.561725746747,25.0292597580456
121.517973333715,25.0898408845971
121.497509610298,25.1304600003418
121.544588761247,25.030655051221
121.557033015728,25.0299256616408
121.509353453079,25.0605225490887
121.505310229995,25.0404080177719
121.527486179677,25.0680595259184
121.553043301748,25.0308953787385
121.553043301748,25.0308953787385
121.501437057946,25.0192503894393
121.546052307512,25.0400498392553
121.578552464802,25.0538811101989
121.521948875415,25.0610152692534
121.55638707316,25.0465659491526
121.512383107942,25.1363856975132
121.526658485595,25.1210031098
121.549233488742,25.0041476653329
121.482813134566,25.1371799494297
121.548728371451,25.0587495328301
121.558080581545,25.0313668458317
121.558080581545,25.0313668458317
121.547321297239,25.0523903478464
121.52152367178,25.1139461112116
121.521157375843,25.0565685648103
121.549258980456,25.0042192363326
121.514780576398,25.0743993728904
121.478158331851,25.1059164867139
121.524462216983,25.0334822506087
121.491198224977,25.1000001439815
121.613852299804,25.0470438333484
121.524310085527,25.030457254575
121.545433948184,25.0496831767742
121.525273255737,25.0291027712904
121.526268532493,25.0278326440748
121.59377332772,25.0839061545373
121.593754540069,25.0839262898553
121.580128266961,25.0488048719551
121.580128266961,25.0488048719551
121.539027116987,25.0091041519312
121.545433948184,25.0496831767742
121.539027116987,25.0091041519312
121.59191027239,25.06955932807
121.59191027239,25.06955932807
121.522700972815,25.0683294524596
121.591300165729,25.0811704608086
121.591300165729,25.0811704608086
121.510694663062,25.0810138807716
121.61235372278,25.0624874540707
121.543957050978,25.0501450510327
121.522693330877,25.0682944866145
121.556060896034,25.1423145966986
121.528008076146,25.1103393161171
121.530336929324,25.0411263844173
121.578235956458,25.0308241205037
121.529222110264,25.0661932082249
121.558426147101,25.0188716129997
121.558564604921,25.0188830551061
121.563142588393,25.0496454370107
121.509883762931,25.061055642797
121.498374346398,25.0243409093775
121.508506247213,25.0926657893535
121.514844570331,25.1115596251095
121.544458756368,25.0428496847159
121.540656395762,25.059840314507
121.516281377645,25.1412936146982
121.533368348598,25.0177460230376
121.517973333715,25.0898408845971
121.53601015014,24.9962250079218
121.521013821393,25.0514809170728
121.519663285659,25.1137519326904
121.586398462466,25.0491432962297
121.518763529604,25.1102865317818
121.524686352145,25.1032486638826
121.531746074993,25.0611859525103
121.59041128802,25.049462205012
121.512179613452,25.1012670969574
121.550715402702,25.0398679664847
