X,Y
302550.834,2771445.293
300291.263,2781750.599
303091.42,2778373.572
310421.389,2772851.947
306832.333,2772798.994
302786.256,2773314.283
311649.151,2773232.201
309881.903,2775309.844
309785.777,2775330.168
300366.48,2780569.722
304293.285,2766496.039
303947.246,2771746.714
303947.246,2771746.714
299914.837,2769626.914
301410.86,2779104.431
299488.761,2769497.781
309445.253,2773534.342
300693.217,2770647.514
312830.134,2770152.834
306628.529,2769216.708
301450.753,2775154.569
302675.924,2772555.768
311536.516,2773453.374
301391.128,2769101.677
301457.632,2775123.348
312194.574,2773869.563
302467.319,2772407.007
302211.512,2777177.404
302211.512,2777177.404
304328.37,2764917.579
311992.834,2774338.904
303731.863,2772745.527
302704.656,2778998.814
311392.711,2774001.569
309267.985,2779733.813
301754.356,2768873.867
302386.323,2768318.92
301504.645,2774827.427
302933.092,2771849.437
304929.345,2765736.485
304476.222,2768488.127
304523.946,2765871.925
302645.237,2772295.065
306813.884,2772837.292
300697.397,2780315.82
304338.372,2764945.202
312650.03,2774359.657
312650.03,2774359.657
307218.472,2764726.427
305879.35,2771681.584
304318.28,2773152.428
307168.988,2765886.955
305939.461,2769491.33
310146.559,2775135.127
303729.678,2772561.853
302672.959,2770186.503
306239.917,2771618.12
310666.269,2773386.431
300227.684,2769755.251
299918.677,2781739.619
300749.448,2769237.541
300554.939,2769333.63
305495.169,2771690.01
304327.189,2765604.336
306884.065,2770690.536
299954.954,2768106.014
301277.646,2770802.229
306820.265,2772755.409
306723.303,2764809.595
308334.897,2766315.286
305847.716,2768527.887
312357.957,2774061.309
304072.551,2767260.168
304720.545,2772546.582
303981.838,2768687.549
304075.66,2767261.557
311797.618,2771173.099
306477.297,2769383.355
302648.5,2771339.199
304286.079,2766491.209
303091.42,2778373.572
312047.617,2773503.072
304682.197,2767529.583
304476.222,2768488.127
304476.222,2768488.127
302879.688,2769795.457
301744.942,2768819.331
306079.102,2780139.483
311448.48,2773540.211
303163.557,2779070.046
301306.078,2769038.389
303955.441,2771601.234
309485.092,2773827.136
304472.589,2766497.3
310993.192,2772934.765
306285.653,2775349.196
309266.026,2774976.037
306822.146,2772777.589
304352.544,2765587.953
302210.751,2777173.649
308062.908,2770502.796
305281.354,2768453.446
307697.614,2774904.111
302645.237,2772295.065
309680.742,2775103.148
307697.614,2774904.111
306282.501,2775353.049
302228.24,2776509.202
301561.75,2779030.722
301371.866,2770061.381
305350.719,2769678.658
305350.719,2769678.658
304360.244,2778799.407
306715.1,2764803.774
303996.393,2768781.21
305226.441,2769776.405
305226.441,2769776.405
305226.441,2769776.405
303955.441,2771601.234
304352.544,2765587.953
305110.762,2770384.515
302875.895,2773910.879
305281.354,2768453.446
306157.835,2770408.801
305348.179,2769678.976
306119.874,2768244.967
305226.441,2769776.405
300749.448,2769237.541
312165.769,2773360.699
305110.762,2770384.515
304476.222,2768488.127
304562.715,2768427.901
302645.237,2772295.065
307760.771,2767838.748
306157.835,2770408.801
306282.501,2775353.049
306285.653,2775349.196
300091.631,2781644.806
309314.578,2772343.944
306528.984,2769358.147
303528.764,2770436.341
300612.215,2769336.391
311784.519,2773799.172
301695.519,2770554.447
303182.369,2769846.5
305042.54,2765636.364
299674.749,2781925.382
300554.322,2768942.819
303425.733,2770280.504
300691.388,2780264.992
305697.613,2765606.963
306841.667,2772707.74
312337.747,2774092.017
302673.326,2770188.888
303693.128,2772911.355
302939.708,2776402.541
300774.077,2769817.774
311793.913,2771170.056
303947.778,2768654.49
312238,2773400.387
300726.36,2780137.759
304352.544,2765587.953
302643.188,2772305.494
308151.779,2774502.469
302213.682,2775311.682
305149.366,2765444.725
311737.607,2773424.673
307695.938,2768421.293
302198.343,2776544.392
308855.451,2772997.12
311617.777,2774140.331
308751.276,2773748.042
308718.033,2774853.709
311805.598,2774459.984
305764.343,2769135.305
306336.279,2778316.605
311080.365,2773962.967
306833.326,2772756.545
303693.128,2772911.355
308597.344,2773907.646
301491.515,2779062.753
303717.706,2767588.724
305637.459,2768596.462
307566.802,2774874.02
304321.759,2767129.445
311392.711,2774001.569
303961.739,2768731.987
303419.142,2780559.914
309710.335,2775140.175
307679.723,2768442.836
303286.601,2768381.787
309817.043,2773553.268
303917.693,2768658.152
303816.324,2768410.923
301742.627,2768841.173
306350.932,2770039.204
303816.483,2768417.59
304199.22,2771524.538
300611.26,2770025.047
306132.229,2771675.155
306820.265,2772755.409
304280.047,2764782.842
307668.405,2768456.277
312650.03,2774359.657
312650.03,2774359.657
302549.368,2772484.328
305927.155,2769036.408
300636.483,2769337.196
300171.055,2769748.356
300086.905,2781665.934
304107.347,2769886.092
300616.814,2768341.863
299617.963,2768398.318
303876.7,2769717.064
312337.747,2774092.017
303861.035,2771598.553
302629.531,2775736.505
303856.802,2771598.553
303861.035,2771598.553
303972.892,2768592.743
300522.391,2780205.837
302827.457,2772666.281
300726.36,2780137.759
308400.807,2769368.861
300567.37,2769967.273
302343.394,2769586.192
305155.203,2772155.503
302609.823,2776970.979
306842.377,2772704.191
300005.055,2778612.88
311740.391,2773430.358
309073.752,2774221.797
304307.217,2764883.396
311757.928,2773817.87
302800.437,2769289.988
311129.289,2773695.233
308928.438,2773505.237
302507.681,2772566.204
308855.451,2772997.12
301465.273,2779001.779
306850.081,2772331.629
308855.451,2772997.12
312323.99,2773434.254
309304.681,2773432.227
303084.684,2779162.915
302728.579,2771318.697
305384.433,2772323.139
300444.494,2770221.205
309742.879,2775168.274
302217.026,2777192.435
303276.318,2778335.248
308776.234,2772345.915
303595.109,2779794.111
303543.17,2779712.733
300514.938,2770240.749
303104.347,2772153.394
300171.055,2769748.356
302809.907,2772898.419
308313.537,2774349.437
306874.018,2772320.743
301750.252,2768837.972
304812.367,2776665.165
303700.947,2772507.732
303641.295,2772539.865
306692.924,2778287.269
305998.996,2771677.615
306129.122,2771675.155
306168.942,2771675.533
307995.243,2775098.189
307909.498,2771102.057
312419.354,2773569.368
303478.84,2780612.212
305160.955,2771390.659
302776.468,2771596.579
312120.396,2772029.973
301754.062,2768841.306
304954.608,2771451.536
312650.03,2774359.657
303529.409,2767780.885
312650.03,2774359.657
304809.567,2771470.252
306823.921,2772705.895
302615.416,2771404.622
304586.284,2766327.449
300784.335,2775938.04
299762.237,2781772.221
308400.807,2769368.861
303475.009,2771285.122
302240.451,2770897.025
305110.762,2770384.515
305401.284,2766202.506
311779.897,2772687.076
303074.997,2772299.378
303698.554,2772295.757
306827.789,2772715.8
301859.043,2770976.114
306464.839,2764820.131
300741.339,2769442.489
310993.958,2773834.79
305203.801,2767457.583
304244.226,2765473.004
302087.476,2778896.555
299916.002,2767782.912
301695.129,2770510.72
300776.016,2780269.522
303951.926,2768654.26
302557.786,2772573.087
308809.04,2773058.459
308855.451,2772997.12
307987.896,2774034.6
308238.867,2770975.833
310305.148,2772615.386
309105.585,2773251.542
308216.873,2774364.047
301448.433,2770963.781
311779.897,2772687.076
301584.904,2769609.65
306538.467,2772071.176
300695.44,2770647.197
301459.435,2779002.882
310077.469,2771502.765
300573.431,2770492.736
304274.822,2771236.171
300634.302,2769404.236
301849.025,2770752.64
301844.825,2770757.09
305907.217,2769126.745
304054.631,2766467.898
302258.548,2770892.103
310453.982,2774716.251
303946.361,2771741.7
303946.361,2771741.7
309943.297,2771334.802
303715.89,2770788.693
303704.76,2771448.97
309118.106,2772518.725
303528.764,2770436.341
303528.764,2770436.341
304250.253,2766595.747
305236.927,2770510.462
303643.209,2773382.344
302239.277,2771447.181
302239.277,2771447.181
306538.467,2772071.176
300346.123,2769366.22
302738.969,2772563.525
312679.134,2774368.124
303816.483,2768417.59
312679.134,2774368.124
304720.545,2772546.582
299929.05,2768065.25
303214.648,2769867.413
312354,2773757.19
312375.803,2773727.685
306978.84,2775124.698
311326.001,2773540.192
306978.84,2775124.698
311531.006,2773889.861
311523.36,2773937.051
311531.006,2773889.861
311516.851,2773935.463
306291.101,2771381.353
311745.645,2773557.233
304118.73,2767279.684
302129.818,2768940.247
308286.43,2772725.321
301745.155,2768820.369
303475.142,2771291.207
301754.356,2768873.867
301754.062,2768841.306
308508.808,2771060.561
301344.83,2771246.932
299914.837,2769626.914
306542.606,2772087.088
302739.755,2772552.523
303090.11,2775470.951
304254.382,2766659.273
307987.393,2773425.888
301513.02,2772293.324
301500.447,2772332.822
301500.701,2772325.074
301513.02,2772293.324
303090.11,2775470.951
300178.63,2769788.748
304292.292,2766494.451
301762.464,2771436.908
304464.62,2765903.311
309511.065,2773228.608
304391.438,2765567.474
308060.286,2773962.21
300688.527,2769618.866
300459.47,2769175.534
304327.189,2765604.336
304323.492,2765428.091
312331.185,2773782.048
305042.54,2765636.364
300837.015,2769344.829
300560.385,2769123.949
304280.047,2764782.842
300749.448,2769237.541
304280.047,2764782.842
305962.654,2764129.968
305937.465,2764036.85
312331.185,2773782.048
304338.372,2764945.202
302738.969,2772563.525
306850.382,2772330.366
305460.251,2764671.5
307218.472,2764726.427
303516.714,2771158.386
303518.831,2771160.899
303475.009,2771285.122
302892.217,2773316.605
302893.213,2773358.481
299758.574,2781646.242
300024.338,2769692.503
300683.845,2769337.531
305866.752,2768949.911
300676.517,2769757.19
303265.387,2769888.962
300548.522,2769083.918
303510.272,2772566.806
304315.013,2773040.306
307164.002,2778462.694
305904.408,2771816.25
306823.53,2772715.516
303691.649,2768470.257
301152.325,2778536.897
300524.402,2780186.487
303955.842,2768395.291
312337.747,2774092.017
302672.959,2770186.503
300724.394,2780168.07
307368.514,2771971.019
300630.841,2780261.076
304860.172,2771411.243
302065.139,2771423.77
302211.097,2778791.016
303942.106,2771172.456
302297.942,2770240.771
308670.988,2772772.579
303486.1,2768370.394
299771.414,2769784.179
299771.414,2769784.179
302844.078,2771811.072
306351.448,2764542.771
305022.091,2770357.742
304719.714,2772090.926
302651.861,2772565.038
307605.767,2775456.479
300639.961,2781529.896
302434.052,2775164.356
301561.75,2779025.706
304970.71,2765201.897
305859.749,2768953.638
301785.394,2771674.771
303508.086,2779377.282
306198.885,2777582.838
304970.526,2765200.79
303955.842,2768402.202
308407.288,2769831.727
304119.09,2768630.745
305750.844,2768961.194
306421.716,2769427.677
308238.317,2770023.742
308557.285,2774251.356
303872.925,2771139.994
300639.961,2781529.896
303417.419,2770284.797
300552.399,2769171.655
302117.821,2775084.881
305761.004,2768959.607
303117.249,2771317.038
302832.648,2771816.628
301422.093,2770920.177
301151.582,2770159.721
300173.172,2769299.532
301130.436,2769184.568
301422.093,2770920.177
302651.861,2772565.038
299941.06,2768758.605
299941.06,2768758.605
299941.06,2768758.605
299941.06,2768758.605
299941.06,2768758.605
305923.28,2766096.162
308363.639,2770551.453
300374.076,2769579.091
299743.877,2781667.234
300683.632,2769337.692
308240.56,2770975.833
301422.093,2770920.177
302763.269,2771413.946
299707.686,2768504.22
309889.189,2775383.564
300676.517,2769757.19
304101.23,2778787.734
300173.114,2769303.46
304728.762,2772090.449
301149.778,2778534.546
300701.695,2769339.726
304199.22,2771527.713
300630.841,2780261.076
301854.268,2779051.355
305849.541,2768906.929
308969.444,2771211.155
302844.713,2771815.676
306817.284,2772796.864
300529.462,2780185.131
303209.045,2769567.356
302297.546,2770238.918
302449.398,2775160.329
300785.894,2780186.439
300724.394,2780168.07
310587.309,2773342.772
307605.767,2775456.479
305761.004,2768959.607
303942.106,2771172.456
309167.736,2774379.637
302507.681,2772566.204
309162.973,2774378.684
310264.818,2775806.857
302673.265,2770188.888
311730.362,2774380.539
304150.968,2780013.017
304150.968,2780013.017
310319.425,2773612.325
300782.633,2780276.496
305879.122,2769757.837
305879.122,2769757.837
308478.498,2773609.486
308852.342,2775833.664
305306.564,2770609.541
312337.747,2774092.017
302844.713,2771815.676
303475.142,2771291.207
305912.408,2768940.421
302368.279,2772479.079
307930.867,2774961.681
302376.735,2772479.854
302376.735,2772479.854
301491.515,2779062.753
302405.242,2772529.509
300691.388,2780264.992
305925.142,2769360.699
306861.572,2767312.429
297597.859,2780306.091
303840.205,2769271.936
306422.693,2764635.358
304655.192,2771288.947
302665.302,2771760.714
302665.302,2771760.714
305753.384,2768942.779
302665.302,2771760.714
302665.302,2771760.714
302665.302,2771760.714
302665.302,2771760.714
307397.308,2775482.754
303408.991,2767844.238
307288.035,2775478.124
309433.71,2775467.511
301422.093,2770920.177
302665.302,2771760.714
309672.185,2774757.17
302507.681,2772566.204
303683.674,2772409.133
308839.404,2775846.206
307677.522,2775239.944
312323.009,2770584.232
311797.618,2771171.776
311766.794,2771172.371
301539.02,2778108.912
302935.049,2776401.38
305756.192,2771239.378
300218.84,2769304.985
301422.093,2770920.177
300701.695,2769339.726
299714.195,2768495.489
300003.879,2778611.427
304383.372,2772564.481
301776.885,2772438.162
300268.515,2768179.766
300266.167,2768176.056
306005.772,2764229.16
301152.325,2778536.897
312340.109,2774095.429
301854.268,2779051.355
303689.514,2772094.113
303209.473,2776710.07
310234.015,2775736.282
299984.8,2768158.243
301391.343,2778843.278
299929.05,2768065.25
302818.075,2770170.439
302672.959,2770186.503
306258.039,2770174.824
303475.142,2771291.207
308023.295,2773148.062
299755.656,2781650.141
306170.99,2770224.204
303942.106,2771172.456
309471.322,2774574.82
308088.92,2774358.332
308058.664,2772208.606
308949.259,2775743.018
308040.41,2772257.073
307908.338,2773926.515
302384.228,2768318.887
306818.952,2772777.589
306818.952,2772777.589
308548.129,2769441.934
299505.271,2769483.335
300074.85,2768531.44
305701.314,2768855.466
308353.082,2771974.3
301747.089,2778889.055
305829.744,2768844.134
300960.875,2770868.435
300003.782,2778609.685
303861.565,2771597.495
301491.515,2779062.753
300667.542,2780132.68
301227.388,2770897.888
302704.656,2778998.814
303423.261,2770282.765
304388.159,2772564.72
308697.453,2771566.363
305703.536,2768848.481
303497.071,2768362.401
303497.071,2768362.401
304469.847,2766591.582
307179.682,2770596.06
300803.056,2780190.23
306642.021,2774766.551
303219.293,2769015.744
304476.222,2768488.127
307366.191,2764003.762
301545.446,2775919.09
299619.868,2768393.397
299901.708,2768409.483
300514.938,2770240.749
305946.672,2764039.707
300444.494,2770221.205
303224.34,2779421.86
303254.778,2779375.426
303315.443,2779418.702
303260.524,2779445.62
300007.504,2777464.21
303236.764,2779429.935
300007.504,2777464.21
300459.068,2769175.156
306818.952,2772777.589
301545.446,2775919.09
310257.047,2775753.813
300173.172,2769299.532
303766.882,2771962.848
303207.319,2769588.888
300183.219,2781640.226
300747.365,2769343.262
299707.686,2768504.22
300667.542,2780132.68
303459.532,2770274.485
304321.389,2772562.088
303510.699,2772888.599
301149.778,2778534.546
301868.82,2779049.768
303475.142,2771291.207
305795.049,2772165.926
312337.747,2774092.017
306849.564,2772640.589
302963.681,2768491.48
304685.111,2766447.934
302551.32,2772488.482
303500.351,2777477.655
303219.988,2779937.628
309305.587,2774425.913
302758.951,2770562.344
302672.959,2770186.503
303948.479,2769673.301
307537.909,2774813.06
301548.077,2773734.147
307980.145,2774911.336
306253.356,2770018.613
306253.356,2770018.613
301379.345,2776028.104
308077.277,2772171.976
301379.345,2776028.104
300074.85,2768531.44
304473.926,2766507.989
299874.675,2768424.276
304959.827,2767769.226
300808.697,2770967.453
301491.515,2779062.753
303500.351,2777477.655
305804.873,2769164.46
308077.277,2772171.976
310084.44,2775150.581
306004.799,2772126.349
305879.35,2771681.584
303527.738,2772750.076
310031.212,2772750.765
300280.91,2780869.15
303428.417,2770281.946
303201.419,2769573.674
300914.173,2769077.486
305187.862,2781395.375
303683.674,2772409.133
303158.267,2781756.752
303207.319,2769588.888
301022.11,2770515.586
309980.809,2775146.036
306848.854,2772649.463
306848.854,2772649.463
304411.985,2765884.033
302557.786,2772573.087
303527.738,2772750.076
307817.63,2774865.376
300645.953,2780724.697
300589.078,2768529.119
302612.77,2771407.586
303766.882,2771962.848
303541.935,2778188
303691.649,2768470.257
300392.165,2768765.731
300391.172,2768765.4
303459.532,2770274.485
303182.369,2769846.5
300648.865,2780105.647
301854.268,2779051.355
301565.701,2774418.158
304209.628,2772564.96
304209.628,2772564.96
306849.564,2772640.589
312337.747,2774092.017
305836.662,2769201.517
303201.419,2769573.674
308427.595,2769519.597
300188.334,2768188.076
300188.334,2768188.076
307977.372,2772723.575
300188.334,2768188.076
306256.134,2770174.824
302677.565,2770290.005
299505.271,2769483.335
309120.728,2774322.304
302991.695,2768921.032
308360.177,2774320.423
301477.622,2779032.652
309900.413,2775384.818
306751.385,2769881.486
300188.334,2768188.076
303990.539,2769672.906
302557.786,2772573.087
301968.074,2772958.08
304786.684,2770767.411
305769.334,2768901.443
305769.334,2768901.443
305769.334,2768901.443
305847.644,2768884.688
300682.474,2769756.818
303117.249,2771317.038
304682.061,2766432.683
301152.325,2778536.897
308910.178,2771060.175
302673.265,2770188.888
306450.058,2769183.132
302763.269,2771413.946
303210.679,2769572.352
310163.057,2772826.521
302776.468,2771596.579
303458.89,2780610.862
303459.532,2770274.485
303955.441,2771601.234
308265.353,2774747.921
303155.092,2781755.958
301653.252,2769566.628
303686.002,2772409.344
301344.83,2771246.932
300377.986,2769577.527
301765.521,2771438.775
304320.714,2773151.264
305155.203,2772156.157
306239.917,2771618.12
307909.498,2771102.057
301149.778,2778534.546
302514.602,2769152.876
307275.771,2768638.995
302630.35,2776377.041
302904.771,2777940.15
301671.577,2777020.943
301671.577,2777020.943
303766.882,2771962.848
311162.787,2774027.861
303955.842,2768402.202
303955.842,2768402.202
311767.407,2772672.875
300682.474,2769756.818
303210.679,2769572.352
304864.291,2769434.845
304236.432,2772564.72
301152.325,2778536.897
306351.194,2767964.846
302771.113,2771597.539
300456.85,2779704.406
301882.089,2771053.741
307331.818,2768796.694
300341.3,2781532.595
305761.846,2769032.277
306256.134,2770174.824
305965.766,2771406.443
302549.924,2768610.113
302258.548,2770892.103
308306.311,2774846.346
300747.365,2769343.262
301389.382,2775436.812
308781.579,2771025.144
307636.709,2767915.175
307101.647,2772840.732
303642.029,2772723.233
304080.155,2779873.472
308470.952,2772397.312
304970.71,2765201.897
303463.727,2767988.76
303406.875,2767846.09
304864.291,2769434.845
301175.41,2781283.936
308326.088,2775218.952
310448.995,2774712.742
303617.539,2772705.445
302514.602,2769152.876
309167.736,2774379.637
308855.451,2772997.12
303838.008,2769391.273
309125.508,2774326.615
301671.577,2777020.943
301130.965,2769184.568
301490.219,2768681.967
309073.752,2774221.797
305925.946,2768899.195
305925.946,2768899.195
300115.224,2768094.222
306285.653,2775349.196
303427.782,2770279.882
308762.74,2772370.256
308761.907,2772371.905
309310.157,2772357.268
305872.572,2768948.588
307368.779,2771968.902
308238.317,2770023.742
301257.633,2774773.794
300008.827,2777457.86
301152.325,2778536.897
310244.07,2775736.149
308617.633,2773863.631
306829.212,2772317.074
306783.1,2764458.044
303590.791,2770740.715
301389.382,2775436.812
302873.418,2770721.593
302647.071,2771339.517
306542.606,2772087.088
309314.415,2774631.779
303201.669,2769874.893
307392.892,2764637.31
309314.415,2774631.779
306091.302,2769538.666
309314.415,2774631.779
309314.415,2774631.779
306798.706,2764458.23
309314.415,2774631.779
302068.004,2778850.005
305905.186,2770412.926
301389.382,2775436.812
300653.922,2776100.77
300571.385,2776137.94
297451.662,2777841.774
300732.607,2781128.63
301004.815,2770568.475
303508.086,2779377.282
308691.838,2769979.73
303495.577,2772888.117
301702.956,2769891.028
303689.514,2772094.775
303673.374,2772096.098
304184.511,2780021.419
300805.666,2769347.432
301152.325,2778536.897
306841.418,2772596.923
306841.418,2772596.923
304080.155,2779873.472
305762.944,2769004.057
304646.152,2769331.853
306583.735,2772382.784
300341.942,2769717.426
303073.973,2779164.34
302754.34,2768697.65
307345.238,2770332.474
304726.627,2766511.989
303475.142,2771291.207
300529.086,2768247.998
312337.747,2774092.017
312078.865,2772010.881
312078.601,2772015.908
304936.242,2769442.218
300610.854,2780124.161
312340.109,2774095.429
312337.747,2774092.017
302282.042,2775730.962
307482.719,2769590.753
311513.312,2774191.565
305494.851,2769529.55
302516.578,2772569.931
309328.497,2772255.125
309889.189,2775388.724
305214.85,2765356.207
297479.796,2780266.092
300807.095,2769069.361
311060.649,2772021.439
297479.796,2780266.092
302535.808,2781782.314
299465.245,2769692.925
305816.557,2770413.281
306139.873,2771660.836
301338.965,2768695.156
300391.179,2781720.803
305841.499,2768920.849
303543.17,2779712.733
304744.832,2768214.189
308708.917,2774721.503
304646.152,2769331.853
309871.32,2770463.085
305212.204,2765354.487
310242.394,2775861.89
310259.922,2775757.416
310244.4,2775720.804
302535.808,2781782.314
308357.547,2771973.572
309870.791,2770470.229
301544.685,2773728.94
305783.474,2769052.954
308422.138,2769834.704
308635.692,2773755.1
303372.237,2780668.543
302924.537,2768720.41
309923.796,2775378.564
305997.349,2766051.019
301236.753,2778516.016
307636.391,2767913.375
307364.909,2764003.282
300805.896,2769344.096
301934.007,2772338.103
307364.909,2764003.282
301152.325,2778536.897
307491.834,2769584.139
300210.465,2769829.219
307607.756,2768449.45
299921.728,2767991.975
308794.152,2773488.304
300038.943,2768311.021
300827.987,2770961.317
304986.91,2769441.556
302278.999,2775732.814
307117.264,2772776.137
304731.074,2766476.402
303475.142,2771291.207
301544.685,2773735.077
302986.484,2769648.843
300610.362,2780127.602
310828.76,2775263.178
304280.073,2772345.433
302389.697,2775317.32
303382.026,2780669.072
304929.506,2770185.48
305816.557,2770413.281
305954.237,2768926.042
305281.392,2765420.764
303027.666,2770770.335
306253.356,2770018.613
305338.947,2781071.87
305495.182,2769532.989
306886.443,2775436.99
301547.81,2773727.403
302155.489,2769474.43
301547.81,2773727.403
309229.032,2772316.367
310041.499,2775255.477
310041.499,2775255.477
304677.225,2773346.67
301590.141,2778934.743
305295.415,2765428.966
306450.058,2769183.132
312337.747,2774092.017
302901.383,2769230.175
302697.708,2772566.022
306268.599,2766292.482
306422.721,2769427.094
306422.721,2769427.094
301179.897,2780010.733
310207.476,2772802.921
303032.336,2769659.541
309935.397,2774735.006
305924.197,2766102.814
301305.146,2780047.126
306438.786,2775562.204
304901.5,2770717.583
302672.959,2770186.503
306438.786,2775562.204
307392.85,2770586.858
308508.808,2771060.561
304734.463,2766501.481
304411.985,2765884.033
307491.305,2769578.582
301195.508,2780008.616
305965.766,2771406.443
305997.349,2766051.019
305794.838,2772163.809
300210.465,2769829.219
301542.81,2769645.847
303747.946,2770323.546
304495.029,2765933.502
302176.399,2778644.966
301206.122,2781283.508
304655.192,2771288.947
304469.847,2766591.582
308632.893,2773171.96
304199.22,2771527.713
304118.984,2768628.629
302771.113,2771597.539
307986.613,2768017.519
303592.696,2770741.985
303036.794,2770764.911
303217.283,2769015.85
302384.228,2768318.887
300807.726,2770967.299
300807.726,2770967.299
302295.19,2771584.084
302314.629,2771591.855
307392.892,2764637.31
309542.7,2771830.758
308637.068,2769552.613
303352.46,2769361.679
303375.621,2768612.484
300837.015,2769344.829
308795.409,2773488.701
302124.712,2778022.811
301152.325,2778536.897
300913.396,2770273.724
304734.463,2766510.292
301087.798,2769566.109
302278.999,2775732.814
300207.29,2769865.732
300959.313,2770695.543
301547.81,2773727.403
300731.275,2780031.1
305288.24,2765438.195
307729.036,2765349.139
300064.816,2768207.361
312337.747,2774092.017
312337.747,2774092.017
305957.498,2768929.51
304929.506,2770185.48
301428.662,2779017.536
299776.692,2779357.084
300556.646,2769659.308
302199.678,2778645.255
304986.91,2769441.556
305008.234,2771444.393
305008.234,2771444.393
307581.547,2766005.361
307133.768,2772757.004
301279.692,2779988.701
306138.603,2771659.461
306138.603,2771659.461
302672.959,2770186.503
302972.898,2770740.833
306058.002,2770521.658
311448.487,2773754.605
301179.897,2780010.733
304803.881,2770768.205
301308.175,2780054.521
308421.11,2769439.287
308252.698,2774448.726
307258.767,2775311.418
302835.042,2770784.195
299488.761,2769497.781
303729.37,2782717.474
306447.722,2771488.079
307558.783,2764506.993
307558.783,2764506.993
307714.881,2765349.933
304646.152,2769331.853
304646.152,2769331.853
308077.277,2772171.976
303519.292,2769284.289
308061.592,2772210.736
300064.816,2768207.361
302199.678,2778645.255
309643.432,2775582.392
300122.837,2768095.117
301702.956,2769891.028
304699.763,2766518.554
307983.227,2768017.308
301099.607,2770185.341
312540.503,2774099.606
301652.776,2769565.676
300588.814,2768528.061
299919.605,2767984.305
300527.529,2768250.164
305288.24,2765438.195
299928.893,2768334.13
301283.661,2780002.512
301152.325,2778536.897
301546.222,2773727.403
300208.778,2781222.353
311703.218,2771755.647
311703.218,2771755.647
311703.218,2771755.647
299776.795,2779353.312
309542.7,2771830.758
312910.92,2774613.925
312910.92,2774613.925
299762.667,2779354.741
303716.197,2772696.707
300940.379,2770694.268
300682.653,2769641.251
304725.78,2766507.921
308651.982,2769670.551
306527.079,2769342.748
305490.959,2769530.096
300978.177,2770368.533
302276.883,2775736.519
304986.91,2769441.556
303479.11,2771291.339
308979.6,2774469.908
301308.003,2780047.443
301379.084,2779040.982
301379.084,2779040.982
306113.433,2770542.091
309517.112,2774442.83
301279.692,2779988.701
303749.055,2782679.374
302699.716,2769326.918
312337.747,2774092.017
301197.107,2768871.959
309617.129,2775803.553
302516.578,2772569.931
302427.135,2771928.914
309648.16,2775827.883
307258.767,2775311.418
299564.283,2768671.252
300592.543,2768736.652
300114.885,2769194.891
302912.576,2777935.996
307997.952,2773596.593
300667.542,2780132.68
302425.019,2771930.237
300025.86,2769692.371
300978.177,2770368.533
301133.873,2771467.803
306530.572,2769357.988
308176.578,2774939.845
303542.708,2769186.062
308577.797,2773475.716
302516.578,2772569.931
300688.527,2769618.866
302932.794,2771270.222
301539.02,2778108.912
304864.82,2769429.554
299900.704,2768325.836
307491.305,2769578.582
308427.595,2769519.597
308417.303,2769515.424
299588.401,2768657.684
301614.886,2772088.597
301614.886,2772088.597
300073.425,2769174.405
300736.36,2770754.914
308430.797,2773325.021
306533.112,2769339.256
300367.887,2769784.304
301399.608,2770538.966
311207.667,2773960.469
312278.464,2771896.814
312278.464,2771896.814
300593.371,2779867.937
302278.999,2775732.814
304393.451,2765560.635
300856.221,2781261.346
311302.017,2773835.078
302171.037,2772826.743
301459.484,2779001.007
308013.628,2773220.978
309235.761,2774914.676
301149.778,2778534.546
311491.131,2774185.484
302664.973,2771524.797
304393.451,2765560.635
311934.356,2770945.111
311554.509,2772010.249
302376.495,2770816.91
301801.292,2776713.447
306097.277,2781674.478
303648.395,2772662.465
300657.057,2779886.43
306351.194,2767964.846
304677.225,2773346.67
303669.581,2771952.111
305185.943,2769969.391
303423.775,2768606.081
300149.866,2769151.374
300058.755,2769250.639
302754.34,2768697.65
300004.526,2778611.048
300004.526,2778611.048
302962.699,2768493.208
301342.405,2768691.452
303948.479,2769673.301
301382.399,2768779.844
300828.112,2769073.587
300914.781,2769076.954
303648.395,2772662.465
305347.167,2770291.898
301594.318,2777754.369
309889.189,2775388.724
309889.189,2775381.501
309912.185,2775380.737
309889.189,2775381.501
311207.667,2773960.469
302171.037,2772830.249
308906.535,2771055.074
307558.783,2764506.993
300953.042,2770694.406
300268.687,2769753.754
305093.37,2769948.481
304522.354,2771475.585
302278.999,2775732.814
308852.808,2773616.933
311149.758,2775055.449
301779.729,2776698.233
305564.386,2781074.617
305564.386,2781074.617
302429.041,2770800.558
300111.925,2769198.241
305268.504,2770293.407
300083.131,2769292.938
299599.004,2768654.808
302548.93,2772923.342
304719.714,2772090.926
305347.167,2770291.898
300821.986,2778864.493
308870.27,2773599.735
303479.515,2780627.013
303942.106,2771172.456
299600.106,2768695.331
308176.578,2774939.845
303220.761,2779936.26
299886.798,2767992.593
303648.395,2772662.465
306887.078,2775442.388
301236.753,2778516.016
300454.796,2779712.027
300592.951,2779870.036
303707.297,2772516.411
300280.611,2780869.109
311182.143,2775015.444
300210.715,2781225.75
300210.715,2781225.75
300210.715,2781225.75
300856.261,2781261.743
307579.93,2766023.141
301175.41,2781283.936
309542.7,2771830.758
