X,Y
304775.041,2769328.627
304000.9,2773297.962
306374.504,2767986.576
301416.78,2778309.269
303347.178,2773749.312
304702.135,2771329.323
301657.819,2777163.024
303648.332,2772660.111
299381.355,2777085.683
309162.868,2771385.233
